,Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Age,Children,Family_size,Is_Parent,Customer_For,Amount Spent,Cluster,PC_Clusters
516,3,1,49154.0,69,206,10,67,30,27,71,6,4,1,8,6,0,63,2,4,1,635,411,0,0
517,1,0,47682.0,80,162,61,83,97,57,61,4,4,3,8,5,0,48,1,2,1,659,521,2,2
518,2,0,72679.0,65,619,54,260,127,54,54,1,4,7,5,1,0,54,1,2,1,444,1168,2,1
519,3,1,57954.0,52,456,4,24,0,0,9,7,8,2,6,7,0,46,2,4,1,171,493,2,0
520,2,1,65316.0,65,112,6,92,3,9,38,2,3,2,5,4,0,61,2,4,1,591,260,0,2
521,2,0,28567.0,57,11,3,22,2,2,6,2,2,0,3,6,0,41,1,2,1,537,46,0,2
522,3,1,47352.0,70,172,12,112,8,0,15,4,6,1,5,7,0,72,1,3,1,397,319,2,2
523,2,1,44931.0,0,78,0,11,0,0,7,1,2,1,3,5,0,56,1,3,1,322,96,0,2
524,2,0,76982.0,19,464,151,292,65,60,30,1,8,3,4,4,0,56,0,1,0,294,1062,1,1
525,1,1,57247.0,50,99,4,32,37,54,6,2,2,1,7,2,0,71,1,3,1,485,232,2,2
526,3,0,22944.0,67,19,3,19,4,5,26,3,3,0,3,7,0,42,1,2,1,348,76,0,2
527,1,1,25315.0,46,1,9,8,11,3,22,3,3,0,3,8,0,46,1,3,1,513,54,0,2
528,2,0,43638.0,37,63,10,83,7,19,19,2,4,1,4,7,0,54,1,2,1,911,201,0,2
529,3,0,42710.0,38,252,3,42,4,3,102,2,4,5,3,6,0,39,1,2,1,738,406,2,0
530,3,1,84169.0,9,1478,19,403,0,19,0,1,7,6,6,3,0,41,0,2,0,516,1919,1,1
531,2,1,54058.0,56,198,18,252,32,108,54,2,4,6,8,3,0,47,1,3,1,609,662,2,0
532,1,1,24683.0,98,8,4,10,6,7,6,2,2,0,4,5,0,33,1,3,1,125,41,0,2
533,2,0,85620.0,68,416,46,925,60,107,46,1,3,6,4,1,0,59,0,1,0,158,1600,1,1
534,2,1,47850.0,72,42,7,43,20,12,10,1,3,0,4,6,0,43,1,3,1,634,134,0,2
535,2,1,19514.0,47,14,3,21,2,1,28,4,3,1,2,8,0,55,2,4,1,314,69,0,2
536,3,1,27159.0,33,17,0,3,0,0,1,2,1,0,3,6,0,50,2,4,1,252,21,0,2
537,1,0,39548.0,87,15,4,10,3,4,18,2,1,1,3,3,0,60,2,3,1,250,54,0,2
538,2,0,21474.0,0,6,16,24,11,0,34,2,3,1,2,7,0,34,1,2,1,124,91,0,2
539,3,0,60504.0,73,458,0,24,6,4,34,2,6,2,8,6,0,52,1,2,1,157,526,0,0
540,2,1,22419.0,74,30,3,47,19,21,42,1,3,2,2,8,0,60,0,2,0,597,162,0,2
541,3,1,81698.0,4,179,28,520,111,123,47,1,3,8,13,1,0,74,0,2,0,543,1008,1,1
542,2,1,43462.0,50,90,17,97,15,6,15,6,4,1,5,8,0,71,2,4,1,727,240,0,0
543,3,0,54880.0,57,308,85,137,102,45,118,2,6,2,11,5,0,45,1,2,1,702,795,2,0
544,2,1,79908.0,30,557,129,761,29,185,111,1,5,6,7,2,0,41,0,2,0,581,1772,1,1
545,1,1,15315.0,27,7,4,13,15,8,17,2,2,0,4,5,0,53,0,2,0,638,64,0,2
546,2,1,87771.0,61,1492,38,287,50,57,33,1,5,10,4,6,0,64,1,3,1,563,1957,2,0
547,2,1,33039.0,4,30,8,12,8,8,12,1,2,0,4,5,0,45,1,3,1,453,78,0,2
548,2,0,81741.0,75,249,153,940,58,134,38,0,6,6,7,2,0,43,0,1,0,538,1572,1,1
549,3,1,71499.0,12,465,25,132,136,0,37,2,8,3,13,4,0,52,1,3,1,529,795,2,0
550,1,1,62466.0,13,129,129,259,168,121,83,5,6,3,12,4,0,53,1,3,1,325,889,2,0
551,3,0,48799.0,9,174,18,81,28,6,24,3,3,2,7,3,0,60,1,2,1,574,331,0,2
552,3,1,52157.0,48,189,2,29,3,2,40,2,3,2,5,4,0,73,1,3,1,153,265,2,2
553,2,0,66565.0,80,747,10,161,65,40,42,4,4,2,9,8,0,61,1,2,1,938,1065,2,0
554,3,1,29298.0,60,6,0,2,2,0,1,1,1,0,2,5,0,72,2,4,1,515,11,0,2
555,2,0,47691.0,43,14,0,3,0,0,4,1,1,0,2,6,0,44,1,2,1,578,21,0,2
556,2,1,38200.0,19,12,0,4,0,0,1,1,1,0,2,7,0,53,2,4,1,877,17,0,2
557,2,1,44989.0,26,98,0,106,49,10,106,5,5,1,5,6,0,49,1,3,1,727,369,2,0
558,3,1,38443.0,58,32,0,5,0,0,1,2,1,0,3,7,0,55,2,4,1,313,38,0,2
559,1,0,38593.0,42,51,12,49,17,24,24,3,4,1,3,8,0,45,1,2,1,449,177,0,2
560,3,1,64413.0,27,200,5,44,0,10,20,1,5,1,5,5,0,53,1,3,1,697,279,2,2
561,3,1,36959.0,56,25,6,25,6,0,0,2,2,0,3,8,0,42,1,3,1,664,62,0,2
562,3,1,61996.0,27,1050,12,144,0,0,24,3,6,4,8,5,0,46,1,3,1,674,1230,2,0
563,2,1,51287.0,10,117,0,22,13,0,30,3,4,1,3,7,0,55,2,4,1,336,182,0,2
564,2,1,13260.0,48,9,4,17,10,2,7,4,3,0,3,8,0,53,2,4,1,470,49,0,2
565,3,1,47472.0,39,56,0,11,0,0,8,2,2,0,4,5,0,57,2,4,1,446,75,0,2
566,3,1,54603.0,85,145,13,46,17,2,4,6,4,2,4,7,0,67,2,4,1,455,227,0,0
567,3,1,45207.0,64,203,0,10,0,0,2,5,3,1,6,6,0,49,2,4,1,786,215,0,0
568,2,1,40689.0,69,270,3,27,39,6,99,7,7,1,5,8,0,72,1,3,1,628,444,2,0
569,1,1,47821.0,54,9,0,16,6,6,10,1,1,0,3,8,0,56,2,4,1,412,47,0,2
570,3,1,27450.0,57,37,12,23,8,11,52,1,2,1,3,7,0,72,0,2,0,600,143,0,2
571,2,1,39453.0,64,46,0,7,0,0,2,2,2,0,3,6,0,40,1,3,1,277,55,0,2
572,1,1,26850.0,10,31,1,13,7,2,9,4,2,1,4,4,0,52,2,4,1,232,63,0,2
573,2,0,79800.0,65,1060,21,530,32,0,224,1,5,11,5,3,0,68,0,1,0,804,1867,1,1
574,3,1,61794.0,74,264,47,188,54,47,11,2,4,4,10,2,0,62,1,3,1,448,611,2,0
575,2,1,53863.0,4,399,4,30,6,4,30,3,7,1,7,7,0,68,1,3,1,203,473,2,2
576,2,1,24221.0,94,8,9,9,2,5,22,1,1,1,3,4,0,64,0,2,0,473,55,0,2
577,3,0,39684.0,41,19,0,35,6,4,17,2,2,1,2,7,1,39,1,2,1,726,81,0,2
578,3,1,92163.0,25,817,183,797,106,163,20,0,5,11,5,2,0,48,0,2,0,724,2086,1,1
579,3,0,69882.0,94,292,127,635,132,127,165,1,3,7,9,1,0,58,0,1,0,421,1478,1,1
580,2,1,33178.0,9,12,6,2,11,2,16,1,1,0,3,4,0,46,1,3,1,310,49,0,2
581,3,1,59973.0,47,130,30,168,20,34,0,1,3,4,7,1,0,51,0,2,0,392,382,1,1
582,3,1,17459.0,12,6,4,16,3,10,30,3,3,1,2,7,0,48,1,3,1,443,69,0,2
583,2,0,23910.0,80,16,12,18,7,1,13,1,2,0,3,7,0,54,1,2,1,771,67,0,2
584,3,1,42169.0,20,19,0,9,0,0,2,2,1,0,3,8,0,54,2,4,1,413,30,0,2
585,1,1,26224.0,39,4,7,15,13,9,15,3,2,1,3,6,0,45,1,3,1,609,63,0,2
586,2,1,31089.0,57,31,3,31,2,8,4,3,3,0,4,8,0,42,1,3,1,841,79,0,2
587,2,0,30081.0,27,36,0,2,0,0,4,1,1,0,3,7,0,62,1,2,1,653,42,0,2
588,2,1,62807.0,83,526,28,135,10,21,99,3,5,3,12,5,0,63,1,3,1,827,819,2,0
589,2,0,72906.0,79,400,32,519,71,75,54,1,3,4,9,1,0,68,0,1,0,445,1151,1,1
590,3,1,61467.0,69,410,16,114,0,5,49,3,5,2,10,5,0,75,2,4,1,815,594,2,0
591,3,1,49618.0,77,80,3,26,4,2,14,4,3,1,3,7,0,57,2,4,1,679,129,0,0
592,3,0,21888.0,15,88,10,46,2,3,64,4,5,1,2,10,0,37,1,2,1,707,213,0,2
593,2,0,42429.0,99,55,0,6,2,0,4,2,1,1,3,5,0,50,1,2,1,34,67,0,2
594,2,0,26150.0,61,5,1,13,3,5,1,1,1,0,3,7,0,67,3,4,1,398,28,0,2
595,1,1,30801.0,23,8,4,5,15,2,11,2,1,0,3,7,0,48,1,3,1,771,45,0,2
596,2,1,81168.0,84,410,0,592,147,22,22,1,6,4,7,3,0,58,0,2,0,154,1193,1,1
597,3,0,26877.0,74,101,13,76,20,18,40,2,3,1,6,6,0,54,0,1,0,474,268,0,2
598,3,0,45006.0,90,162,25,53,16,0,10,1,3,1,7,3,0,79,0,1,0,506,266,0,1
599,1,1,18978.0,41,2,8,1,4,7,15,1,1,0,3,8,0,50,1,3,1,754,37,0,2
600,2,1,22574.0,28,25,0,8,2,0,2,2,2,0,3,7,0,56,3,5,1,404,37,0,2
601,3,0,48240.0,73,389,91,248,64,49,41,3,6,3,13,5,0,54,0,1,0,816,882,0,1
602,2,1,45837.0,88,215,13,87,17,17,24,5,6,2,5,7,0,49,2,4,1,498,373,0,0
603,3,0,35791.0,94,27,0,5,0,0,3,2,1,0,3,8,0,58,3,4,1,549,35,0,2
605,2,0,54162.0,31,5,6,10,6,5,10,1,1,0,3,4,0,45,2,3,1,628,42,0,2
606,3,1,30522.0,6,179,8,83,19,11,26,5,1,2,9,2,0,63,1,3,1,841,326,2,2
607,3,1,54456.0,23,352,0,27,10,0,15,3,6,1,7,6,0,62,1,3,1,394,404,2,2
608,2,0,31632.0,92,17,8,12,11,15,32,1,2,1,2,7,0,52,0,1,0,510,95,0,2
609,2,0,72298.0,52,625,35,169,58,17,35,1,4,3,6,1,0,74,0,1,0,64,939,1,1
610,1,0,36975.0,50,10,6,11,0,4,2,1,1,0,3,7,0,45,1,2,1,343,33,0,2
611,1,1,72635.0,54,390,22,323,104,35,107,1,6,8,6,3,0,68,0,2,0,640,981,1,1
612,2,1,13624.0,93,10,2,15,2,1,6,2,2,0,3,6,0,47,1,3,1,685,36,0,2
613,2,0,84196.0,56,215,63,507,231,31,190,1,8,4,7,3,0,48,1,2,1,640,1237,2,1
614,2,1,70971.0,28,1001,17,572,93,125,17,7,11,11,5,7,0,63,1,3,1,806,1825,2,0
615,3,0,34487.0,94,19,18,33,24,1,8,3,3,0,3,9,0,46,2,3,1,910,103,2,2
616,2,0,28769.0,76,41,5,129,10,3,3,3,4,1,4,9,0,46,1,2,1,718,191,0,2
617,3,1,69084.0,43,1181,107,199,39,30,30,2,7,3,13,8,0,53,1,3,1,382,1586,2,0
618,3,1,65488.0,46,603,45,207,36,18,54,1,3,4,6,1,0,65,0,2,0,176,963,1,1
619,1,1,62466.0,13,129,129,259,168,121,83,5,6,3,12,4,0,53,1,3,1,325,889,2,0
620,1,0,32218.0,27,10,24,15,13,1,30,1,2,1,3,7,0,63,0,1,0,294,93,0,2
621,2,0,83917.0,12,514,22,732,42,198,79,1,6,7,7,3,0,50,0,1,0,597,1587,1,1
622,2,0,46102.0,3,14,0,1,0,0,1,1,1,0,2,7,0,61,3,4,1,64,16,0,2
623,2,0,84574.0,72,387,20,713,38,54,163,1,9,11,11,5,0,71,0,1,0,609,1375,1,1
624,2,1,56181.0,6,121,103,69,8,44,48,1,4,2,7,4,0,61,1,3,1,492,393,2,0
625,3,0,63120.0,53,965,69,279,54,41,69,5,8,4,9,7,0,73,1,2,1,799,1477,2,0
626,2,1,73691.0,58,707,21,250,85,43,73,2,6,2,8,2,0,52,1,3,1,543,1179,2,0
627,2,1,63381.0,78,571,50,142,33,50,159,4,4,5,13,2,0,63,1,3,1,940,1005,2,0
628,3,1,76140.0,57,586,66,653,17,0,26,1,5,9,6,2,0,75,0,2,0,207,1348,1,1
629,3,0,62859.0,37,1063,89,102,16,12,25,4,9,4,6,6,0,64,1,2,1,706,1307,2,0
630,2,0,45906.0,20,305,3,27,4,3,144,2,5,4,4,5,0,59,1,2,1,519,486,2,0
631,3,1,77632.0,73,1200,105,758,0,42,147,1,4,2,6,2,0,76,0,2,0,429,2252,1,1
632,3,1,46463.0,56,163,2,40,8,11,11,7,3,1,6,6,0,52,2,4,1,475,235,0,0
633,2,1,105471.0,36,1009,181,104,202,21,207,0,9,8,13,3,0,53,0,2,0,684,1724,1,1
634,3,0,55282.0,9,125,6,73,8,4,19,1,3,1,6,4,0,53,1,2,1,358,235,0,2
635,3,1,78710.0,42,721,0,152,119,50,50,3,7,6,12,4,0,46,1,3,1,197,1092,2,0
636,2,1,66886.0,28,315,4,62,41,31,146,2,7,1,7,5,0,65,1,3,1,446,599,2,0
637,3,0,98777.0,23,1000,19,711,125,115,38,0,4,6,9,1,0,63,0,1,0,292,2008,1,1
638,2,1,29103.0,38,16,0,17,6,3,6,2,1,0,3,9,0,38,1,3,1,831,48,0,2
639,2,1,67445.0,63,757,80,217,29,80,11,5,9,6,12,6,0,49,1,3,1,728,1174,2,0
640,3,1,50616.0,71,30,2,25,0,1,9,1,1,1,4,2,0,73,1,3,1,237,67,2,2
641,2,0,49431.0,9,219,3,100,26,0,17,2,7,1,5,8,0,68,1,2,1,1003,365,0,0
643,2,1,61278.0,87,111,3,28,2,6,15,2,3,1,4,6,0,70,1,3,1,249,165,0,2
644,1,1,26490.0,92,45,47,52,21,20,25,2,3,1,5,6,0,65,0,2,0,805,210,0,2
645,3,1,73059.0,36,410,112,420,0,82,71,1,9,3,13,4,0,76,1,3,1,462,1095,2,0
646,3,0,46734.0,86,100,1,39,6,1,76,4,3,2,3,6,0,57,3,4,1,411,223,0,0
647,2,1,56253.0,83,509,0,65,7,11,5,4,7,2,9,6,0,60,1,3,1,877,597,2,0
648,2,1,19986.0,74,3,6,5,0,2,6,1,0,0,3,7,0,38,1,3,1,387,22,0,2
649,2,0,58330.0,87,445,53,213,104,98,151,1,6,4,13,4,0,48,1,2,1,346,1064,2,1
650,1,1,25965.0,29,2,2,11,41,7,11,1,2,0,3,8,0,43,0,2,0,880,74,0,2
651,3,1,14661.0,88,4,1,11,6,2,2,1,1,0,3,6,0,67,0,2,0,704,26,0,2
652,2,1,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,0,64,0,2,0,708,60,0,2
653,3,1,45068.0,25,14,0,3,0,0,3,1,1,0,2,7,0,49,1,3,1,569,20,0,2
654,1,0,21063.0,34,1,10,11,19,3,15,2,2,0,3,6,0,36,1,2,1,437,59,0,2
655,3,1,29187.0,43,26,0,6,0,0,2,1,1,0,3,8,0,55,1,3,1,457,34,0,2
656,1,1,54690.0,76,111,16,37,7,9,18,3,3,1,5,3,0,52,2,4,1,513,198,0,2
657,3,1,59304.0,81,418,61,428,80,51,10,3,7,8,10,5,0,59,1,3,1,495,1048,2,0
658,3,0,59247.0,87,327,9,122,19,14,83,5,5,2,9,6,0,61,2,3,1,482,574,2,0
659,2,0,66731.0,33,371,159,194,58,106,141,4,4,3,6,3,0,53,1,2,1,727,1029,2,0
660,2,1,77353.0,38,275,59,107,69,101,59,2,6,4,8,4,0,43,1,3,1,355,670,2,0
661,3,0,52614.0,63,789,0,142,12,9,38,2,2,4,8,8,0,48,1,2,1,1059,990,2,0
662,2,1,26751.0,26,1,1,5,0,3,1,1,1,0,2,8,0,49,2,4,1,198,11,0,2
663,3,1,81300.0,17,1004,12,145,32,12,36,3,10,3,5,5,0,60,1,3,1,767,1241,2,0
664,2,0,70337.0,75,187,81,149,25,43,91,1,2,2,12,1,0,44,0,1,0,308,576,1,1
665,1,1,36145.0,13,56,4,76,17,1,18,4,4,1,3,9,0,38,1,3,1,538,172,0,2
666,3,0,65295.0,19,365,32,117,34,110,6,1,3,3,13,2,0,43,0,1,0,348,664,1,1
667,2,0,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,0,60,1,2,1,414,928,2,0
668,2,0,68743.0,81,1132,134,384,175,134,115,1,11,5,13,7,0,56,0,1,0,828,2074,1,1
669,1,1,41039.0,32,34,11,137,179,61,45,1,8,1,5,8,0,41,0,2,0,499,467,0,2
670,2,1,38946.0,84,116,6,82,6,6,41,2,3,1,6,5,0,68,1,3,1,408,257,0,2
671,2,1,65777.0,87,565,32,435,28,32,54,1,2,8,6,1,0,56,0,2,0,352,1146,1,1
672,3,0,66476.0,99,372,18,126,47,48,78,2,5,2,11,4,0,47,1,2,1,521,689,2,0
673,3,0,86857.0,96,899,102,838,133,102,40,1,5,6,10,2,0,51,0,1,0,727,2114,1,1
675,3,1,77845.0,40,760,40,480,0,40,26,1,3,5,12,1,0,34,0,2,0,204,1346,1,1
676,3,1,69476.0,3,260,86,559,63,9,67,1,4,6,4,2,0,54,0,2,0,432,1044,1,1
677,3,0,50611.0,98,459,0,24,6,0,4,6,4,5,7,6,0,63,1,2,1,970,493,2,0
678,2,0,61209.0,73,466,0,224,119,49,99,1,5,3,4,2,0,53,0,1,0,468,957,1,1
679,3,1,42315.0,90,67,15,80,17,11,80,3,1,4,4,3,0,65,1,3,1,364,270,2,2
680,1,1,13084.0,29,2,0,7,3,7,10,1,1,0,3,6,0,71,0,2,0,663,29,0,2
681,3,0,47570.0,3,67,1,20,0,2,31,3,2,2,2,7,0,74,2,3,1,556,121,0,2
682,3,1,61923.0,94,92,4,18,3,3,6,1,2,1,4,3,0,62,2,4,1,498,126,0,2
683,2,0,34824.0,65,4,2,11,2,0,4,1,1,0,2,6,0,28,0,1,0,255,23,0,2
684,3,0,26518.0,33,20,1,28,3,3,2,3,2,0,3,8,0,74,2,3,1,489,57,0,2
685,2,0,45938.0,46,273,11,178,62,83,29,2,8,4,6,6,0,62,0,1,0,635,636,0,2
686,2,1,78468.0,29,434,22,388,104,22,34,1,10,7,10,4,0,63,0,2,0,93,1004,1,1
687,2,0,78901.0,99,321,11,309,33,26,34,3,9,3,5,4,0,50,1,2,1,445,734,2,0
688,2,1,71427.0,26,212,123,177,15,64,23,2,8,2,8,4,0,45,2,4,1,3,614,2,0
689,2,0,71022.0,30,909,12,278,0,12,242,3,5,2,11,8,0,45,1,2,1,34,1453,2,0
690,3,0,90247.0,27,1184,32,352,21,16,16,1,3,4,7,1,0,35,0,1,0,221,1621,1,1
691,3,0,41335.0,24,112,19,21,16,14,5,3,4,1,4,7,0,55,1,2,1,345,187,0,2
692,2,1,71952.0,93,656,80,455,52,107,93,2,8,4,8,4,0,37,1,3,1,431,1443,2,0
693,3,0,35682.0,34,23,0,8,6,2,18,1,1,1,3,2,0,53,1,2,1,162,57,0,2
694,2,0,43185.0,88,537,6,42,16,6,30,2,9,3,6,8,0,72,1,2,1,428,637,2,0
695,3,1,66375.0,96,712,0,45,0,0,191,3,2,4,5,7,0,75,1,3,1,380,948,2,0
696,3,1,35178.0,10,23,1,13,2,2,18,1,1,1,2,7,0,52,1,3,1,431,59,0,2
697,2,1,25252.0,26,1,3,4,2,2,6,1,1,0,2,8,0,37,1,3,1,364,18,0,2
698,3,0,55250.0,49,664,58,83,32,0,66,4,7,5,10,5,0,58,1,2,1,776,903,2,0
699,2,0,33249.0,11,6,10,21,19,14,42,2,2,1,3,6,0,48,1,2,1,654,112,0,2
700,2,1,58398.0,44,299,5,201,21,21,49,3,5,4,8,4,0,70,0,2,0,571,596,1,1
701,2,1,50272.0,75,99,13,66,43,8,4,3,4,1,5,7,0,41,1,3,1,516,233,0,0
702,3,1,76618.0,64,749,40,294,121,160,147,1,3,2,5,1,0,48,0,2,0,877,1511,1,1
703,1,0,87305.0,19,345,25,501,63,138,80,1,5,3,8,2,0,63,0,1,0,804,1152,1,1
704,2,1,25851.0,45,9,4,18,7,5,5,2,2,0,3,7,0,45,1,3,1,399,48,0,2
705,2,0,58710.0,77,440,81,368,0,122,174,6,11,5,9,6,0,53,1,2,1,615,1185,2,0
706,2,0,45160.0,9,8,2,5,3,0,3,1,1,0,2,7,0,65,2,3,1,252,21,0,2
707,3,1,74806.0,1,670,9,249,0,28,9,2,5,4,5,4,0,58,1,3,1,717,965,2,0
708,2,1,59111.0,90,524,0,134,28,28,155,1,11,1,8,7,0,69,0,2,0,669,869,1,0
709,3,1,18988.0,43,6,0,6,2,1,1,2,1,0,3,7,0,39,1,3,1,197,16,0,2
710,2,1,72190.0,79,597,166,597,172,166,249,1,5,6,4,3,0,58,0,2,0,661,1947,1,1
711,2,1,7500.0,19,7,0,12,13,7,32,5,4,1,2,9,0,47,1,3,1,1063,71,0,2
712,2,1,44794.0,99,54,0,7,0,0,4,1,2,0,3,6,0,57,1,3,1,122,65,0,2
713,2,1,80395.0,62,445,25,706,80,76,48,1,6,5,12,2,0,68,0,2,0,378,1380,1,1
714,3,0,75012.0,41,294,142,218,164,58,151,1,3,8,11,1,0,47,0,1,0,315,1027,1,1
715,3,1,56962.0,60,292,3,77,10,3,26,7,6,3,5,7,0,58,3,5,1,391,411,2,0
716,2,1,89891.0,17,412,22,132,59,28,183,1,11,6,8,4,0,32,0,2,0,600,836,1,1
717,3,0,35946.0,24,8,0,3,0,0,0,1,0,0,3,5,0,74,2,3,1,435,11,0,2
718,3,1,53593.0,60,349,4,78,6,0,43,8,7,2,6,8,0,70,2,4,1,881,480,2,0
719,2,1,66373.0,57,328,9,124,12,24,109,7,4,2,10,3,0,45,2,4,1,365,606,2,0
720,3,0,45072.0,74,144,2,99,7,2,30,5,6,1,4,8,0,75,3,4,1,416,284,0,0
721,2,0,89694.0,22,1126,28,211,37,28,42,3,4,3,4,5,0,50,2,3,1,452,1472,2,0
722,2,1,72025.0,46,967,0,617,43,50,0,1,4,8,13,2,0,74,0,2,0,221,1677,1,1
723,2,1,67432.0,69,432,79,341,177,136,170,2,8,5,4,4,0,50,1,3,1,617,1335,2,0
724,3,1,70545.0,29,138,39,63,55,18,21,1,4,1,7,2,0,71,1,3,1,275,334,2,0
725,1,1,17487.0,37,0,0,1,7,4,6,1,1,0,2,7,0,34,1,3,1,628,18,0,2
726,2,1,62882.0,26,509,133,497,78,24,97,2,7,5,6,4,0,54,1,3,1,819,1338,2,0
727,3,0,64108.0,8,948,10,86,13,21,21,4,6,9,11,5,0,70,1,2,1,623,1099,2,0
728,3,1,34941.0,26,39,2,25,4,3,24,2,3,0,3,8,0,67,2,4,1,551,97,0,2
729,3,0,48767.0,79,28,1,21,3,0,10,3,2,1,3,5,0,73,3,4,1,339,63,0,2
730,1,1,38702.0,71,13,11,24,13,8,40,2,3,0,4,6,0,45,1,3,1,697,109,0,2
731,2,1,82224.0,83,307,26,360,138,31,40,1,6,9,5,3,0,59,0,2,0,315,902,1,1
732,2,1,83844.0,57,901,31,345,75,31,191,1,4,4,11,1,0,71,0,2,0,366,1574,1,1
733,1,1,17003.0,37,2,5,12,4,8,7,3,2,0,4,5,0,48,1,3,1,450,38,0,2
734,2,0,71163.0,30,283,17,372,138,106,44,1,3,8,12,1,0,28,0,1,0,94,960,1,1
735,2,0,33697.0,34,4,3,7,0,3,11,1,1,0,2,7,0,53,1,2,1,447,28,0,2
736,1,1,63564.0,0,769,80,252,15,34,65,1,10,10,7,6,0,69,0,2,0,311,1215,1,1
737,3,1,83443.0,89,518,42,742,55,56,84,1,6,10,5,2,0,51,0,2,0,340,1497,1,1
738,3,1,51518.0,92,350,8,66,17,4,4,2,3,2,10,3,0,65,1,3,1,636,449,2,0
739,2,0,58330.0,87,445,53,213,104,98,151,1,6,4,13,4,0,48,1,2,1,346,1064,2,1
740,2,1,80952.0,20,778,178,689,41,27,44,1,8,5,11,8,0,54,0,2,0,646,1757,1,1
741,2,1,75507.0,56,709,93,374,104,80,80,1,8,6,6,3,0,44,0,2,0,304,1440,1,1
742,1,1,63855.0,28,359,35,314,93,116,89,1,7,3,13,4,0,45,0,2,0,460,1006,1,1
743,3,1,62220.0,55,799,12,375,16,12,12,5,7,6,5,6,0,51,1,3,1,758,1226,2,0
744,2,1,58512.0,25,895,10,101,13,0,152,5,3,4,8,8,0,59,1,3,1,443,1171,2,0
745,3,1,40662.0,0,40,2,23,0,4,23,2,2,1,3,4,0,44,1,3,1,631,92,0,2
746,3,1,38829.0,86,76,0,7,0,0,16,1,3,2,2,5,0,64,1,3,1,185,99,0,2
747,1,1,35523.0,8,11,5,22,12,5,11,2,3,0,3,7,0,42,1,3,1,636,66,0,2
748,2,0,79146.0,33,245,16,223,21,43,16,2,8,1,8,6,0,56,2,3,1,226,564,0,0
749,3,1,78285.0,13,647,107,391,175,67,40,1,6,4,10,3,0,35,0,2,0,404,1427,1,1
750,3,0,31626.0,12,39,1,9,2,1,34,1,2,1,2,7,0,45,1,2,1,427,86,0,2
751,2,0,75127.0,92,203,35,305,46,17,227,1,2,11,5,1,0,71,0,1,0,198,833,1,1
752,2,1,48726.0,90,138,3,38,4,0,59,3,3,2,4,6,0,68,1,3,1,588,242,0,0
753,2,1,74985.0,8,587,51,898,247,0,86,1,3,6,7,2,0,46,0,2,0,757,1869,1,1
754,2,1,67430.0,6,595,97,291,127,133,121,1,11,5,12,6,0,36,0,2,0,941,1364,1,1
755,1,1,46891.0,91,43,12,23,29,15,61,1,2,1,4,4,0,58,1,3,1,696,183,0,2
756,3,1,62058.0,52,301,7,74,10,0,58,4,6,1,7,6,0,67,1,3,1,559,450,2,0
757,2,1,72063.0,3,180,32,348,76,32,90,2,5,2,12,2,0,44,1,3,1,639,758,2,0
758,3,1,78939.0,57,794,115,243,150,0,205,1,8,5,6,3,0,72,0,2,0,359,1507,1,1
759,2,0,42720.0,9,392,5,91,28,26,112,8,7,3,7,8,0,58,2,3,1,591,654,2,0
760,2,1,33622.0,22,39,1,22,3,4,12,3,2,0,4,7,0,51,2,4,1,602,81,0,2
761,3,1,6835.0,76,107,2,12,2,2,12,0,0,0,1,20,0,66,1,3,1,846,137,0,2
762,2,1,41452.0,86,13,0,3,0,0,0,1,1,0,2,7,0,70,2,4,1,551,16,0,2
763,3,0,40760.0,64,70,0,17,0,0,6,2,2,1,3,6,0,58,1,2,1,463,93,0,2
764,3,1,74250.0,90,680,11,392,75,0,0,1,2,11,4,1,0,65,0,2,0,314,1158,1,1
765,3,0,51124.0,79,26,1,11,0,1,4,2,1,0,3,3,0,68,2,3,1,353,43,0,2
766,2,0,72258.0,28,522,0,522,227,120,134,2,6,9,5,2,0,52,1,2,1,362,1525,1,1
767,3,0,71466.0,86,412,12,546,78,182,0,1,4,4,10,1,0,49,0,1,0,216,1230,1,1
768,2,1,36283.0,42,6,5,5,8,0,5,2,1,0,3,4,0,47,2,4,1,236,29,0,2
769,2,0,20587.0,39,2,3,6,4,1,9,1,1,1,2,7,0,53,1,2,1,31,25,0,2
770,2,1,30467.0,8,1,3,8,2,5,5,1,1,0,2,7,0,51,1,3,1,262,24,0,2
771,2,1,31590.0,40,6,2,15,6,6,3,1,1,0,3,8,0,51,1,3,1,536,38,0,2
772,1,1,20425.0,5,4,12,5,3,16,17,2,2,0,3,7,0,37,1,3,1,768,57,0,2
773,3,1,17144.0,96,18,2,19,0,2,6,5,3,0,4,7,0,63,2,4,1,294,47,0,2
774,3,0,42564.0,28,324,48,186,39,18,198,6,6,8,4,7,0,55,1,2,1,673,813,2,0
775,3,1,43783.0,22,327,9,125,25,4,139,6,7,1,8,7,0,45,1,3,1,191,629,2,0
776,2,0,40780.0,30,229,27,71,13,3,34,4,7,1,5,9,0,47,1,2,1,849,377,0,0
777,3,1,62847.0,45,521,168,706,80,76,61,1,3,6,4,2,0,78,0,2,0,690,1612,1,1
